,cand_nm,contbr_zip,contbr_employer,contbr_occupation,contb_receipt_amt,occ_cat,converted_date,payment_yr
5197,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5198,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,100.0,not employed or unknown,201908,2019
5199,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5200,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5201,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5202,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,100.0,not employed or unknown,201909,2019
5203,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,100.0,not employed or unknown,201909,2019
5204,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5205,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5206,"Warren, Elizabeth ",20016,RETIRED,RETIRED,10.0,retired,201907,2019
5207,"Warren, Elizabeth ",20016,RETIRED,RETIRED,10.0,retired,201908,2019
5208,"Warren, Elizabeth ",20015,NATIONAL EDUCATION ASSOCIATION,ATTORNEY,50.0,law,201907,2019
5209,"Warren, Elizabeth ",20015,NATIONAL EDUCATION ASSOCIATION,ATTORNEY,50.0,law,201908,2019
5210,"Warren, Elizabeth ",20015,NATIONAL EDUCATION ASSOCIATION,ATTORNEY,50.0,law,201909,2019
5211,"Warren, Elizabeth ",20015,NATIONAL EDUCATION ASSOCIATION,ATTORNEY,50.0,law,201909,2019
5212,"Warren, Elizabeth ",20009,US DEPARTMENT OF COMMERCE,ATTORNEY,50.0,law,201907,2019
5213,"Warren, Elizabeth ",20009,US DEPARTMENT OF COMMERCE,ATTORNEY,50.0,law,201907,2019
5214,"Warren, Elizabeth ",20009,US DEPARTMENT OF COMMERCE,ATTORNEY,28.0,law,201909,2019
5215,"Warren, Elizabeth ",20016,RETIRED,RETIRED,70.5,retired,201909,2019
5216,"Warren, Elizabeth ",20016,RETIRED,RETIRED,25.0,retired,201909,2019
5217,"Warren, Elizabeth ",20016,RETIRED,RETIRED,15.43,retired,201909,2019
5218,"Warren, Elizabeth ",20016,RETIRED,RETIRED,10.0,retired,201909,2019
5219,"Warren, Elizabeth ",20010,GOETHE INSTITUTE,SENIOR PROJECT MANAGER,50.0,leadership,201909,2019
5220,"Warren, Elizabeth ",20005,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5221,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,25.0,law,201907,2019
5222,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,25.0,law,201907,2019
5223,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,25.0,law,201907,2019
5224,"Warren, Elizabeth ",20005,SELF EMPLOYED,CONSULTANT,500.0,business/gov,201907,2019
5225,"Warren, Elizabeth ",20036,FEDERAL COURTS,POLICY ANALYST,100.0,business/gov,201907,2019
5226,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,50.0,law,201907,2019
5227,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,25.0,law,201908,2019
5228,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,34.93,law,201909,2019
5229,"Warren, Elizabeth ",20001,"BUCHANAN, INGERSOLL & ROONEY",ATTORNEY,25.0,law,201909,2019
5230,"Warren, Elizabeth ",20001,FACEBOOK,PUBLIC POLICY,250.0,business/gov,201909,2019
5231,"Warren, Elizabeth ",20008,SELF EMPLOYED,GRAPHIC ARTIST/DESIGNER,25.0,other,201907,2019
5232,"Warren, Elizabeth ",20008,SELF EMPLOYED,GRAPHIC ARTIST/DESIGNER,25.0,other,201908,2019
5233,"Warren, Elizabeth ",20008,SELF EMPLOYED,GRAPHIC ARTIST/DESIGNER,25.0,other,201909,2019
5234,"Warren, Elizabeth ",20008,SELF EMPLOYED,GRAPHIC ARTIST/DESIGNER,25.0,other,201909,2019
5235,"Warren, Elizabeth ",20008,SELF EMPLOYED,GRAPHIC ARTIST/DESIGNER,15.0,other,201909,2019
5236,"Warren, Elizabeth ",20008,BERNSTEIN MANAGEMENT CORP.,COMPLIANCE ADMINISTRATOR,25.0,other,201907,2019
5237,"Warren, Elizabeth ",20008,BERNSTEIN MANAGEMENT CORP.,COMPLIANCE ADMINISTRATOR,25.0,other,201908,2019
5238,"Warren, Elizabeth ",20008,BERNSTEIN MANAGEMENT CORP.,COMPLIANCE ADMINISTRATOR,25.0,other,201909,2019
5239,"Warren, Elizabeth ",20008,BERNSTEIN MANAGEMENT CORP.,COMPLIANCE ADMINISTRATOR,15.0,other,201909,2019
5240,"Warren, Elizabeth ",20015,UPSHIFT,PR,250.0,other,201908,2019
5241,"Warren, Elizabeth ",20009,POLARIS,SOFTWARE DEVELOPER,1000.0,it,201907,2019
5242,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5243,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5244,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,10.0,not employed or unknown,201907,2019
5245,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,15.0,not employed or unknown,201907,2019
5246,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,15.0,not employed or unknown,201908,2019
5247,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,10.0,not employed or unknown,201908,2019
5248,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,10.0,not employed or unknown,201909,2019
5249,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,10.0,not employed or unknown,201909,2019
5250,"Warren, Elizabeth ",20010,TONY BLAIR INSTITUTE FOR GLOBAL CHANGE,PROGRAM LEAD,25.0,business/gov,201907,2019
5251,"Warren, Elizabeth ",20010,TONY BLAIR INSTITUTE FOR GLOBAL CHANGE,PROGRAM LEAD,34.58,business/gov,201908,2019
5252,"Warren, Elizabeth ",20010,TONY BLAIR INSTITUTE FOR GLOBAL CHANGE,PROGRAM LEAD,25.0,business/gov,201908,2019
5253,"Warren, Elizabeth ",20010,TONY BLAIR INSTITUTE FOR GLOBAL CHANGE,PROGRAM LEAD,25.0,business/gov,201909,2019
5254,"Warren, Elizabeth ",20010,TONY BLAIR INSTITUTE FOR GLOBAL CHANGE,PROGRAM LEAD,15.0,business/gov,201909,2019
5255,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,50.0,not employed or unknown,201907,2019
5256,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,15.0,not employed or unknown,201908,2019
5257,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,15.0,not employed or unknown,201909,2019
5258,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5259,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5260,"Warren, Elizabeth ",20009,FRIENDS OF THE EARTH,DONOR RELATIONS MANAGER,250.0,business/gov,201908,2019
5261,"Warren, Elizabeth ",20015,VENABLE LLP,ATTORNEY,500.0,law,201907,2019
5262,"Warren, Elizabeth ",20015,VENABLE LLP,ATTORNEY,71.02,law,201908,2019
5263,"Warren, Elizabeth ",20002,FAIRFAX COUNTY PUBLIC SCHOOLS,TEACHER,25.0,education,201907,2019
5264,"Warren, Elizabeth ",20002,FAIRFAX COUNTY PUBLIC SCHOOLS,TEACHER,25.0,education,201908,2019
5265,"Warren, Elizabeth ",20002,FAIRFAX COUNTY PUBLIC SCHOOLS,TEACHER,28.0,education,201909,2019
5266,"Warren, Elizabeth ",20010,NEW AMERICA,POLICY DIRECTOR,250.0,leadership,201908,2019
5267,"Warren, Elizabeth ",20009,HAVAS MEDIA GROUP / MOTIVE,DIGITAL MARKETING &ADVERTISING,15.0,other,201909,2019
5268,"Warren, Elizabeth ",20009,HAVAS MEDIA GROUP / MOTIVE,DIGITAL MARKETING &ADVERTISING,50.0,other,201909,2019
5269,"Warren, Elizabeth ",20011,CAMPAIGN LEGAL CENTER,ATTORNEY,19.66,law,201907,2019
5270,"Warren, Elizabeth ",20011,CAMPAIGN LEGAL CENTER,ATTORNEY,50.0,law,201907,2019
5271,"Warren, Elizabeth ",20011,CAMPAIGN LEGAL CENTER,ATTORNEY,50.0,law,201908,2019
5272,"Warren, Elizabeth ",20011,CAMPAIGN LEGAL CENTER,ATTORNEY,50.0,law,201909,2019
5273,"Warren, Elizabeth ",20024,RENEWCOMM LLC,PUBLIC RELATIONS,250.0,business/gov,201909,2019
5274,"Warren, Elizabeth ",20016,LAW OFFICE OF SARA KROPF PLLC,ATTORNEY,250.0,law,201909,2019
5275,"Warren, Elizabeth ",20009,RETIRED,RETIRED,100.0,retired,201907,2019
5276,"Warren, Elizabeth ",20009,RETIRED,RETIRED,150.0,retired,201909,2019
5277,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,50.0,not employed or unknown,201907,2019
5278,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5279,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5280,"Warren, Elizabeth ",20001,DPR DC GOVERNMENT,LIFEGUARD,50.0,other,201907,2019
5281,"Warren, Elizabeth ",20001,DPR DC GOVERNMENT,LIFEGUARD,50.0,other,201907,2019
5282,"Warren, Elizabeth ",20001,DPR DC GOVERNMENT,LIFEGUARD,50.0,other,201909,2019
5283,"Warren, Elizabeth ",20036,STEPTOE,LEGAL PRACTICE AREA COORDINATOR,100.0,other,201908,2019
5284,"Warren, Elizabeth ",20001,NATIONAL GOVERNORS ASSOCIATION,MANAGEMENT ANALYST,25.0,leadership,201907,2019
5285,"Warren, Elizabeth ",20001,NATIONAL GOVERNORS ASSOCIATION,MANAGEMENT ANALYST,15.0,leadership,201907,2019
5286,"Warren, Elizabeth ",20001,NATIONAL GOVERNORS ASSOCIATION,MANAGEMENT ANALYST,25.0,leadership,201908,2019
5287,"Warren, Elizabeth ",20001,NATIONAL GOVERNORS ASSOCIATION,MANAGEMENT ANALYST,25.0,leadership,201909,2019
5288,"Warren, Elizabeth ",20001,NATIONAL GOVERNORS ASSOCIATION,MANAGEMENT ANALYST,25.0,leadership,201909,2019
5289,"Warren, Elizabeth ",20016,TACONIC CAPITAL ADVISORS LP,ATTORNEY,1800.0,law,201908,2019
5290,"Warren, Elizabeth ",20010,COVINGTON & BURLING LLP,ATTORNEY,100.0,law,201909,2019
5291,"Warren, Elizabeth ",20010,COVINGTON & BURLING LLP,ATTORNEY,19.93,law,201909,2019
5292,"Warren, Elizabeth ",20001,none-listed,CONDUIT TOTAL LISTED IN AGG. FIELD,250.0,other,201908,2019
5293,"Warren, Elizabeth ",20003,NONE,NOT EMPLOYED,100.0,not employed or unknown,201908,2019
5294,"Warren, Elizabeth ",20009,CLIFFORD CHANCE US LLP,ASSOCIATE,34.66,other,201908,2019
5295,"Warren, Elizabeth ",20009,CLIFFORD CHANCE US LLP,ASSOCIATE,28.0,other,201909,2019
5296,"Warren, Elizabeth ",20016,SELF EMPLOYED,ARTIST,50.0,artist/comm,201907,2019
5297,"Warren, Elizabeth ",20016,SELF EMPLOYED,ARTIST,50.0,artist/comm,201908,2019
5298,"Warren, Elizabeth ",20016,SELF EMPLOYED,ARTIST,50.0,artist/comm,201909,2019
5299,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,25.0,leadership,201907,2019
5300,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,6.0,leadership,201907,2019
5301,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,6.0,leadership,201908,2019
5302,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,50.0,leadership,201908,2019
5303,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,15.0,leadership,201909,2019
5304,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,6.0,leadership,201909,2019
5305,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5306,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5307,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,100.0,not employed or unknown,201908,2019
5308,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,100.0,not employed or unknown,201909,2019
5309,"Warren, Elizabeth ",20003,ARMS CONTROL ASSOCIATION,EXECUTIVE DIRECTOR,25.0,leadership,201909,2019
5310,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,5.0,leadership,201907,2019
5311,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,34.66,leadership,201907,2019
5312,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,5.0,leadership,201908,2019
5313,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,10.0,leadership,201908,2019
5314,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,5.0,leadership,201909,2019
5315,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,2.0,leadership,201909,2019
5316,"Warren, Elizabeth ",20001,ALDERSON REPORTING,DIRECTOR OF OPERATIONS,34.93,leadership,201909,2019
5317,"Warren, Elizabeth ",20009,MEDSTAR,PHYSICIAN,25.0,healthcare,201909,2019
5318,"Warren, Elizabeth ",20009,MEDSTAR,PHYSICIAN,50.0,healthcare,201909,2019
5319,"Warren, Elizabeth ",20009,MEDSTAR,PHYSICIAN,25.0,healthcare,201909,2019
5320,"Warren, Elizabeth ",20009,MEDSTAR,PHYSICIAN,25.0,healthcare,201909,2019
5321,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5322,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5323,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5324,"Warren, Elizabeth ",20003,NONE,NOT EMPLOYED,89.9,not employed or unknown,201908,2019
5325,"Warren, Elizabeth ",20003,NONE,NOT EMPLOYED,22.85,not employed or unknown,201908,2019
5326,"Warren, Elizabeth ",20015,JAMES & HOFFMAN,ATTORNEY,50.0,law,201907,2019
5327,"Warren, Elizabeth ",20015,JAMES & HOFFMAN,ATTORNEY,100.0,law,201908,2019
5328,"Warren, Elizabeth ",20002,POPULATION SERVICES INTERNATIONAL,PUBLIC HEALTH TECHNICAL ADVISOR,25.0,it,201907,2019
5329,"Warren, Elizabeth ",20002,POPULATION SERVICES INTERNATIONAL,PUBLIC HEALTH TECHNICAL ADVISOR,25.0,it,201908,2019
5330,"Warren, Elizabeth ",20002,POPULATION SERVICES INTERNATIONAL,PUBLIC HEALTH TECHNICAL ADVISOR,25.0,it,201909,2019
5331,"Warren, Elizabeth ",20003,UNIVERSITY OF VIRGINIA,STATISTICIAN,25.0,other,201907,2019
5332,"Warren, Elizabeth ",20003,UNIVERSITY OF VIRGINIA,STATISTICIAN,25.0,other,201908,2019
5333,"Warren, Elizabeth ",20003,UNIVERSITY OF VIRGINIA,STATISTICIAN,25.0,other,201909,2019
5334,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5335,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201908,2019
5336,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201908,2019
5337,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201909,2019
5338,"Warren, Elizabeth ",20005,AFT,EDUCATION POLICY,100.0,business/gov,201908,2019
5339,"Warren, Elizabeth ",20005,AFT,EDUCATION POLICY,150.0,business/gov,201909,2019
5340,"Warren, Elizabeth ",20036,RETIRED,RETIRED,100.0,retired,201909,2019
5341,"Warren, Elizabeth ",20036,RETIRED,RETIRED,100.0,retired,201909,2019
5342,"Warren, Elizabeth ",20009,COZEN O'CONNOR,ATTORNEY,15.0,law,201908,2019
5343,"Warren, Elizabeth ",20009,COZEN O'CONNOR,ATTORNEY,100.0,law,201909,2019
5344,"Warren, Elizabeth ",20010,DEPARTMENT OF JUSTICE,LEGAL ASSISTANT,50.0,other,201907,2019
5345,"Warren, Elizabeth ",20010,DEPARTMENT OF JUSTICE,LEGAL ASSISTANT,20.0,other,201909,2019
5346,"Warren, Elizabeth ",20016,SELF EMPLOYED,SPEECH COACH,250.0,other,201908,2019
5347,"Warren, Elizabeth ",20016,SELF EMPLOYED,SPEECH COACH,94.92,other,201908,2019
5348,"Warren, Elizabeth ",20016,SELF EMPLOYED,SPEECH COACH,69.46,other,201908,2019
5349,"Warren, Elizabeth ",20017,ORB INTERNATIONAL,RESEARCH AND DEVELOPMENT MANAGER,50.0,science,201907,2019
5350,"Warren, Elizabeth ",20017,ORB INTERNATIONAL,RESEARCH AND DEVELOPMENT MANAGER,50.0,science,201908,2019
5351,"Warren, Elizabeth ",20017,ORB INTERNATIONAL,RESEARCH AND DEVELOPMENT MANAGER,50.0,science,201909,2019
5352,"Warren, Elizabeth ",20017,ORB INTERNATIONAL,RESEARCH AND DEVELOPMENT MANAGER,125.01,science,201909,2019
5353,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,10.0,business/gov,201907,2019
5354,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,25.0,business/gov,201907,2019
5355,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,25.0,business/gov,201908,2019
5356,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,25.0,business/gov,201908,2019
5357,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,15.0,business/gov,201909,2019
5358,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,15.0,business/gov,201909,2019
5359,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,28.0,not employed or unknown,201907,2019
5360,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5361,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5362,"Warren, Elizabeth ",20005,NATIONAL ENDOWMENT FOR DEMOCRACY,PROGRAM OFFICER,25.0,business/gov,201907,2019
5363,"Warren, Elizabeth ",20005,NATIONAL ENDOWMENT FOR DEMOCRACY,PROGRAM OFFICER,10.0,business/gov,201907,2019
5364,"Warren, Elizabeth ",20005,NATIONAL ENDOWMENT FOR DEMOCRACY,PROGRAM OFFICER,39.02,business/gov,201908,2019
5365,"Warren, Elizabeth ",20005,NATIONAL ENDOWMENT FOR DEMOCRACY,PROGRAM OFFICER,25.0,business/gov,201908,2019
5366,"Warren, Elizabeth ",20001,US EPA,PROGRAM ANALYST,25.0,business/gov,201909,2019
5367,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5368,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5369,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,28.0,not employed or unknown,201909,2019
5370,"Warren, Elizabeth ",20005,NATIONAL ENDOWMENT FOR DEMOCRACY,PROGRAM OFFICER,25.0,business/gov,201909,2019
5371,"Warren, Elizabeth ",20016,IQT,ATTORNEY,50.0,law,201907,2019
5372,"Warren, Elizabeth ",20016,IQT,ATTORNEY,38.99,law,201907,2019
5373,"Warren, Elizabeth ",20016,IQT,ATTORNEY,50.0,law,201908,2019
5374,"Warren, Elizabeth ",20016,IQT,ATTORNEY,50.0,law,201909,2019
5375,"Warren, Elizabeth ",20009,VENABLE LLP,ATTORNEY,500.0,law,201908,2019
5376,"Warren, Elizabeth ",20010,SELF EMPLOYED,CONSULTANT,100.0,business/gov,201909,2019
5377,"Warren, Elizabeth ",20009,SELF EMPLOYED,DESIGNER,200.0,artist/comm,201909,2019
5378,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5379,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5380,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,205.5,not employed or unknown,201909,2019
5381,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201909,2019
5382,"Warren, Elizabeth ",20008,NOETIC INTERNATIONAL,CYBER STRATEGIST,100.0,other,201908,2019
5383,"Warren, Elizabeth ",20008,NOETIC INTERNATIONAL,CYBER STRATEGIST,100.0,other,201909,2019
5384,"Warren, Elizabeth ",20008,NOETIC INTERNATIONAL,CYBER STRATEGIST,100.0,other,201909,2019
5385,"Warren, Elizabeth ",20007,NONE,NOT EMPLOYED,500.0,not employed or unknown,201907,2019
5386,"Warren, Elizabeth ",20010,AMERICAN BIRD CONSERVANCY,ENVIRONMENTALIST,100.0,other,201909,2019
5387,"Warren, Elizabeth ",20017,NAACP LEGAL DEFENSE FUND,ATTORNEY,500.0,law,201907,2019
5388,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,10.0,not employed or unknown,201907,2019
5389,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5390,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5391,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5392,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5393,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5394,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
5395,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201909,2019
5396,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,10.0,not employed or unknown,201909,2019
5397,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,25.0,not employed or unknown,201909,2019
5398,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
5399,"Warren, Elizabeth ",20002,PAUL WEISS RIFKIND WHARTON & GARRISON,LAWYER,50.0,law,201907,2019
5400,"Warren, Elizabeth ",20002,PAUL WEISS RIFKIND WHARTON & GARRISON,LAWYER,50.0,law,201908,2019
5401,"Warren, Elizabeth ",20002,PAUL WEISS RIFKIND WHARTON & GARRISON,LAWYER,15.0,law,201909,2019
5402,"Warren, Elizabeth ",20002,PAUL WEISS RIFKIND WHARTON & GARRISON,LAWYER,50.0,law,201909,2019
5403,"Warren, Elizabeth ",20009,MELANOMA RESEARCH ALLIANCE,PRESIDENT & CEO,500.0,leadership,201909,2019
5404,"Warren, Elizabeth ",20009,CENTER FOR AMERICAN PROGRESS,COMMUNICATIONS DIRECTOR,100.0,artist/comm,201907,2019
5405,"Warren, Elizabeth ",20009,CENTER FOR AMERICAN PROGRESS,COMMUNICATIONS DIRECTOR,69.46,artist/comm,201907,2019
5406,"Warren, Elizabeth ",20009,CENTER FOR AMERICAN PROGRESS,COMMUNICATIONS DIRECTOR,100.0,artist/comm,201908,2019
5407,"Warren, Elizabeth ",20009,CENTER FOR AMERICAN PROGRESS,COMMUNICATIONS DIRECTOR,100.0,artist/comm,201909,2019
5408,"Warren, Elizabeth ",20005,JENNER & BLOCK,ATTORNEY,5.0,law,201907,2019
5409,"Warren, Elizabeth ",20005,JENNER & BLOCK,ATTORNEY,5.0,law,201908,2019
5410,"Warren, Elizabeth ",20005,JENNER & BLOCK,ATTORNEY,5.0,law,201909,2019
5411,"Warren, Elizabeth ",20010,KLEIN HORNIG LLP,ATTORNEY,250.0,law,201909,2019
5412,"Warren, Elizabeth ",20002,NONE,NOT EMPLOYED,250.0,not employed or unknown,201909,2019
5413,"Warren, Elizabeth ",20009,SELF EMPLOYED,PHYSICIAN,29.09,healthcare,201909,2019
5414,"Warren, Elizabeth ",20008,SELF EMPLOYED,RESEARCHER,200.0,science,201909,2019
5415,"Warren, Elizabeth ",20010,SULLIVAN & CROMWELL,ATTORNEY,50.0,law,201907,2019
5416,"Warren, Elizabeth ",20010,SULLIVAN & CROMWELL,ATTORNEY,50.0,law,201908,2019
5417,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201909,2019
5418,"Warren, Elizabeth ",20011,SEIU,ATTORNEY,75.0,law,201907,2019
5419,"Warren, Elizabeth ",20009,ARNOLD & PORTER KAYE SCHOLER LLP,ATTORNEY,50.0,law,201907,2019
5420,"Warren, Elizabeth ",20020,US NAVY,SAFETY MANAGER,27.0,business/gov,201907,2019
5421,"Warren, Elizabeth ",20020,US NAVY,SAFETY MANAGER,27.0,business/gov,201908,2019
5422,"Warren, Elizabeth ",20020,US NAVY,SAFETY MANAGER,27.0,business/gov,201908,2019
5423,"Warren, Elizabeth ",20020,US NAVY,SAFETY MANAGER,27.0,business/gov,201909,2019
5424,"Warren, Elizabeth ",20020,US NAVY,SAFETY MANAGER,6.0,business/gov,201909,2019
5425,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
5426,"Warren, Elizabeth ",20016,UNIV OF MARYLAND BALT COUNTY,PROFESSOR,50.0,education,201907,2019
5427,"Warren, Elizabeth ",20016,UNIV OF MARYLAND BALT COUNTY,PROFESSOR,100.0,education,201907,2019
5428,"Warren, Elizabeth ",20016,UNIV OF MARYLAND BALT COUNTY,PROFESSOR,100.0,education,201908,2019
5429,"Warren, Elizabeth ",20016,UNIV OF MARYLAND BALT COUNTY,PROFESSOR,25.0,education,201909,2019
5430,"Warren, Elizabeth ",20024,UFCW,RESEARCHER,50.0,science,201907,2019
5431,"Warren, Elizabeth ",20024,UFCW,RESEARCHER,50.0,science,201908,2019
5432,"Warren, Elizabeth ",20024,UFCW,RESEARCHER,50.0,science,201909,2019
5433,"Warren, Elizabeth ",20002,MORGAN LEWIS & BOCKIUS LLP,ATTORNEY,250.0,law,201909,2019
5434,"Warren, Elizabeth ",20001,CPS,DIRECTOR OF COALITIONS,39.66,leadership,201907,2019
5435,"Warren, Elizabeth ",20009,SELF EMPLOYED,MASSAGE THERAPIST,100.0,healthcare,201907,2019
5436,"Warren, Elizabeth ",20009,SELF EMPLOYED,MASSAGE THERAPIST,54.46,healthcare,201908,2019
5437,"Warren, Elizabeth ",20009,SELF EMPLOYED,MASSAGE THERAPIST,35.0,healthcare,201908,2019
5438,"Warren, Elizabeth ",20009,SELF EMPLOYED,MASSAGE THERAPIST,25.0,healthcare,201909,2019
5439,"Warren, Elizabeth ",20015,US DEPARTMENT OF STATE,FOREIGN SERVICE OFFICER,10.0,law,201907,2019
5440,"Warren, Elizabeth ",20015,US DEPARTMENT OF STATE,FOREIGN SERVICE OFFICER,5.0,law,201907,2019
5441,"Warren, Elizabeth ",20015,US DEPARTMENT OF STATE,FOREIGN SERVICE OFFICER,10.0,law,201908,2019
