,cand_nm,contbr_zip,contbr_occupation,contb_receipt_amt,occ_cat,converted_date,zip,income
2647,"Sanders, Bernard",20003,PERFUSIONIST,10.0,other,201909,20003.0,112083.0
2648,"Sanders, Bernard",20003,PERFUSIONIST,10.0,other,201909,20003.0,112083.0
2649,"Sanders, Bernard",20015,NOT EMPLOYED,50.0,not employed or unknown,201907,20015.0,161352.0
2650,"Sanders, Bernard",20015,NOT EMPLOYED,50.0,not employed or unknown,201908,20015.0,161352.0
2651,"Sanders, Bernard",20015,NOT EMPLOYED,50.0,not employed or unknown,201908,20015.0,161352.0
2652,"Sanders, Bernard",20003,NONPROFIT,3.0,other,201909,20003.0,112083.0
2653,"Sanders, Bernard",20003,NOT EMPLOYED,50.0,not employed or unknown,201908,20003.0,112083.0
2654,"Sanders, Bernard",20003,NOT EMPLOYED,50.0,not employed or unknown,201908,20003.0,112083.0
2655,"Sanders, Bernard",20003,NOT EMPLOYED,50.0,not employed or unknown,201909,20003.0,112083.0
2656,"Sanders, Bernard",20003,NOT EMPLOYED,50.0,not employed or unknown,201909,20003.0,112083.0
2657,"Sanders, Bernard",20001,STUDENT,27.0,education,201907,20001.0,85976.0
2658,"Sanders, Bernard",20001,STUDENT,7.0,education,201907,20001.0,85976.0
2659,"Sanders, Bernard",20001,STUDENT,2.7,education,201908,20001.0,85976.0
2660,"Sanders, Bernard",20001,STUDENT,27.0,education,201908,20001.0,85976.0
2661,"Sanders, Bernard",20001,STUDENT,8.0,education,201908,20001.0,85976.0
2662,"Sanders, Bernard",20001,STUDENT,2.7,education,201908,20001.0,85976.0
2663,"Sanders, Bernard",20001,STUDENT,27.0,education,201909,20001.0,85976.0
2664,"Sanders, Bernard",20001,STUDENT,8.0,education,201909,20001.0,85976.0
2665,"Sanders, Bernard",20011,GOVERNMENT EMPLOYEE,50.0,business/gov,201909,20011.0,62281.0
2666,"Sanders, Bernard",20009,MANAGING EDITOR,41.66,artist/comm,201907,20009.0,94213.0
2667,"Sanders, Bernard",20009,MANAGING EDITOR,27.0,artist/comm,201907,20009.0,94213.0
2668,"Sanders, Bernard",20009,MANAGING EDITOR,7.0,artist/comm,201907,20009.0,94213.0
2669,"Sanders, Bernard",20009,MANAGING EDITOR,3.0,artist/comm,201908,20009.0,94213.0
2670,"Sanders, Bernard",20009,MANAGING EDITOR,2.7,artist/comm,201908,20009.0,94213.0
2671,"Sanders, Bernard",20009,MANAGING EDITOR,10.0,artist/comm,201908,20009.0,94213.0
2672,"Sanders, Bernard",20009,MANAGING EDITOR,6.0,artist/comm,201908,20009.0,94213.0
2673,"Sanders, Bernard",20009,MANAGING EDITOR,8.0,artist/comm,201909,20009.0,94213.0
2674,"Sanders, Bernard",20009,MANAGING EDITOR,3.0,artist/comm,201909,20009.0,94213.0
2675,"Sanders, Bernard",20009,MANAGING EDITOR,6.0,artist/comm,201909,20009.0,94213.0
2676,"Sanders, Bernard",20017,FED WORKER,50.0,business/gov,201907,20017.0,63022.0
2677,"Sanders, Bernard",20010,NOT EMPLOYED,27.0,not employed or unknown,201907,20010.0,66404.0
2678,"Sanders, Bernard",20010,NOT EMPLOYED,100.0,not employed or unknown,201908,20010.0,66404.0
2679,"Sanders, Bernard",20010,NOT EMPLOYED,27.0,not employed or unknown,201908,20010.0,66404.0
2680,"Sanders, Bernard",20010,NOT EMPLOYED,60.0,not employed or unknown,201909,20010.0,66404.0
2681,"Sanders, Bernard",20010,NOT EMPLOYED,50.0,not employed or unknown,201909,20010.0,66404.0
2682,"Sanders, Bernard",20010,NOT EMPLOYED,27.0,not employed or unknown,201909,20010.0,66404.0
2683,"Sanders, Bernard",20010,NOT EMPLOYED,2.7,not employed or unknown,201909,20010.0,66404.0
2684,"Sanders, Bernard",20010,NOT EMPLOYED,2.7,not employed or unknown,201909,20010.0,66404.0
2685,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201907,20001.0,85976.0
2686,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201908,20001.0,85976.0
2687,"Sanders, Bernard",20001,DATA ANALYST,50.0,business/gov,201908,20001.0,85976.0
2688,"Sanders, Bernard",20001,DATA ANALYST,27.0,business/gov,201908,20001.0,85976.0
2689,"Sanders, Bernard",20001,DATA ANALYST,27.0,business/gov,201908,20001.0,85976.0
2690,"Sanders, Bernard",20001,DATA ANALYST,50.0,business/gov,201908,20001.0,85976.0
2691,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201908,20001.0,85976.0
2692,"Sanders, Bernard",20001,DATA ANALYST,50.0,business/gov,201908,20001.0,85976.0
2693,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201909,20001.0,85976.0
2694,"Sanders, Bernard",20001,DATA ANALYST,27.0,business/gov,201909,20001.0,85976.0
2695,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201907,20001.0,85976.0
2696,"Sanders, Bernard",20001,SOFTWARE ENGINEER,25.0,it,201907,20001.0,85976.0
2697,"Sanders, Bernard",20010,SOFTWARE ENGINEER,27.0,it,201909,20010.0,66404.0
2698,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201909,20001.0,85976.0
2699,"Sanders, Bernard",20001,DATA ANALYST,27.0,business/gov,201909,20001.0,85976.0
2700,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201909,20001.0,85976.0
2701,"Sanders, Bernard",20001,DATA ANALYST,100.0,business/gov,201909,20001.0,85976.0
2702,"Sanders, Bernard",20001,DATA ANALYST,50.0,business/gov,201909,20001.0,85976.0
2703,"Sanders, Bernard",20001,DATA ANALYST,50.0,business/gov,201909,20001.0,85976.0
2704,"Sanders, Bernard",20001,DATA ANALYST,50.0,business/gov,201909,20001.0,85976.0
2705,"Sanders, Bernard",20001,DATA ANALYST,1615.0,business/gov,201909,20001.0,85976.0
2706,"Sanders, Bernard",20010,SOFTWARE ENGINEER,100.0,it,201909,20010.0,66404.0
2707,"Sanders, Bernard",20001,SOFTWARE ENGINEER,25.0,it,201907,20001.0,85976.0
2708,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201907,20001.0,85976.0
2709,"Sanders, Bernard",20001,SOFTWARE ENGINEER,7.0,it,201907,20001.0,85976.0
2710,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201907,20001.0,85976.0
2711,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201908,20001.0,85976.0
2712,"Sanders, Bernard",20001,SOFTWARE ENGINEER,5.0,it,201908,20001.0,85976.0
2713,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201908,20001.0,85976.0
2714,"Sanders, Bernard",20001,SOFTWARE ENGINEER,2.7,it,201908,20001.0,85976.0
2715,"Sanders, Bernard",20001,SOFTWARE ENGINEER,7.0,it,201908,20001.0,85976.0
2716,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201908,20001.0,85976.0
2717,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201909,20001.0,85976.0
2718,"Sanders, Bernard",20001,SOFTWARE ENGINEER,2.7,it,201909,20001.0,85976.0
2719,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201909,20001.0,85976.0
2720,"Sanders, Bernard",20001,SOFTWARE ENGINEER,7.0,it,201909,20001.0,85976.0
2721,"Sanders, Bernard",20001,SOFTWARE ENGINEER,2.7,it,201909,20001.0,85976.0
2722,"Sanders, Bernard",20001,SOFTWARE ENGINEER,27.0,it,201909,20001.0,85976.0
2723,"Sanders, Bernard",20009,ATTORNEY,10.0,law,201907,20009.0,94213.0
2724,"Sanders, Bernard",20009,ATTORNEY,10.0,law,201908,20009.0,94213.0
2725,"Sanders, Bernard",20009,ATTORNEY,10.0,law,201909,20009.0,94213.0
2726,"Sanders, Bernard",20002,MANAGER,27.0,business/gov,201907,20002.0,74303.0
2727,"Sanders, Bernard",20002,MANAGER,6.0,business/gov,201908,20002.0,74303.0
2728,"Sanders, Bernard",20002,MANAGER,27.0,business/gov,201908,20002.0,74303.0
2729,"Sanders, Bernard",20002,MANAGER,6.0,business/gov,201909,20002.0,74303.0
2730,"Sanders, Bernard",20002,MANAGER,27.0,business/gov,201909,20002.0,74303.0
2731,"Sanders, Bernard",20016,ARCHITECT,6.0,real estate/construction,201907,20016.0,124080.0
2732,"Sanders, Bernard",20016,ARCHITECT,50.0,real estate/construction,201907,20016.0,124080.0
2733,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201908,20016.0,124080.0
2734,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201908,20016.0,124080.0
2735,"Sanders, Bernard",20016,ARCHITECT,6.0,real estate/construction,201908,20016.0,124080.0
2736,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201908,20016.0,124080.0
2737,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201909,20016.0,124080.0
2738,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201909,20016.0,124080.0
2739,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201909,20016.0,124080.0
2740,"Sanders, Bernard",20016,ARCHITECT,6.0,real estate/construction,201909,20016.0,124080.0
2741,"Sanders, Bernard",20016,ARCHITECT,27.0,real estate/construction,201909,20016.0,124080.0
2742,"Sanders, Bernard",20001,ECONOMIST,25.0,science,201907,20001.0,85976.0
2743,"Sanders, Bernard",20001,ECONOMIST,27.0,science,201908,20001.0,85976.0
2744,"Sanders, Bernard",20003,STUDENT,27.0,education,201907,20003.0,112083.0
2755,"Sanders, Bernard",20003,PHYSICIAN,27.0,healthcare,201908,20003.0,112083.0
2756,"Sanders, Bernard",20003,PHYSICIAN,27.0,healthcare,201909,20003.0,112083.0
2757,"Sanders, Bernard",20011,RESEARCH ASSISTANT,27.0,science,201908,20011.0,62281.0
2758,"Sanders, Bernard",20011,RESEARCH ASSISTANT,27.19,science,201909,20011.0,62281.0
2759,"Sanders, Bernard",20011,RESEARCH ASSISTANT,27.0,science,201909,20011.0,62281.0
2760,"Sanders, Bernard",20009,FINANCIAL ADVISOR,9.0,other,201907,20009.0,94213.0
2762,"Sanders, Bernard",20012,MUSICIAN,15.0,artist/comm,201908,20012.0,80991.0
2763,"Sanders, Bernard",20012,MUSICIAN,2.7,artist/comm,201908,20012.0,80991.0
2764,"Sanders, Bernard",20012,MUSICIAN,6.0,artist/comm,201908,20012.0,80991.0
2765,"Sanders, Bernard",20012,MUSICIAN,5.0,artist/comm,201909,20012.0,80991.0
2766,"Sanders, Bernard",20012,MUSICIAN,25.0,artist/comm,201909,20012.0,80991.0
2767,"Sanders, Bernard",20011,ATTORNEY,50.0,law,201908,20011.0,62281.0
2768,"Sanders, Bernard",20011,ATTORNEY,5.0,law,201908,20011.0,62281.0
2769,"Sanders, Bernard",20011,ATTORNEY,4.0,law,201908,20011.0,62281.0
2770,"Sanders, Bernard",20011,ATTORNEY,4.0,law,201909,20011.0,62281.0
2771,"Sanders, Bernard",20011,ATTORNEY,6.0,law,201909,20011.0,62281.0
2772,"Sanders, Bernard",20011,ATTORNEY,4.0,law,201909,20011.0,62281.0
2773,"Sanders, Bernard",20001,EDUCATOR,27.0,education,201907,20001.0,85976.0
2774,"Sanders, Bernard",20001,EDUCATOR,30.86,education,201908,20001.0,85976.0
2775,"Sanders, Bernard",20001,EDUCATOR,27.0,education,201908,20001.0,85976.0
2776,"Sanders, Bernard",20001,EDUCATOR,100.0,education,201909,20001.0,85976.0
2777,"Sanders, Bernard",20001,EDUCATOR,27.0,education,201909,20001.0,85976.0
2778,"Sanders, Bernard",20001,EDUCATOR,100.0,education,201909,20001.0,85976.0
2779,"Sanders, Bernard",20001,EDUCATOR,27.0,education,201909,20001.0,85976.0
2780,"Sanders, Bernard",20009,CONSULTANT,7.0,business/gov,201908,20009.0,94213.0
2781,"Sanders, Bernard",20009,CONSULTANT,9.0,business/gov,201908,20009.0,94213.0
2782,"Sanders, Bernard",20002,WELDER,50.0,other,201907,20002.0,74303.0
2783,"Sanders, Bernard",20002,WELDER,2.7,other,201907,20002.0,74303.0
2784,"Sanders, Bernard",20002,WELDER,7.0,other,201907,20002.0,74303.0
2785,"Sanders, Bernard",20002,WELDER,50.0,other,201907,20002.0,74303.0
2786,"Sanders, Bernard",20002,WELDER,5.0,other,201908,20002.0,74303.0
2787,"Sanders, Bernard",20002,WELDER,8.24,other,201908,20002.0,74303.0
2788,"Sanders, Bernard",20002,WELDER,2.7,other,201908,20002.0,74303.0
2789,"Sanders, Bernard",20002,WELDER,27.0,other,201909,20002.0,74303.0
2790,"Sanders, Bernard",20002,WELDER,10.0,other,201909,20002.0,74303.0
2791,"Sanders, Bernard",20002,WELDER,27.0,other,201909,20002.0,74303.0
2792,"Sanders, Bernard",20002,ANALYST,27.0,business/gov,201907,20002.0,74303.0
2793,"Sanders, Bernard",20002,ANALYST,81.0,business/gov,201907,20002.0,74303.0
2794,"Sanders, Bernard",20002,ANALYST,27.0,business/gov,201907,20002.0,74303.0
2795,"Sanders, Bernard",20002,ANALYST,7.0,business/gov,201907,20002.0,74303.0
2796,"Sanders, Bernard",20002,ANALYST,27.0,business/gov,201908,20002.0,74303.0
2797,"Sanders, Bernard",20002,ANALYST,27.0,business/gov,201909,20002.0,74303.0
2798,"Sanders, Bernard",20002,ANALYST,27.0,business/gov,201909,20002.0,74303.0
2799,"Sanders, Bernard",20007,NOT EMPLOYED,10.0,not employed or unknown,201909,20007.0,119267.0
2800,"Sanders, Bernard",20011,TV,25.0,other,201909,20011.0,62281.0
2801,"Sanders, Bernard",20017,POLITICAL DIRECTOR,90.59,leadership,201909,20017.0,63022.0
2802,"Sanders, Bernard",20017,POLITICAL DIRECTOR,2.0,leadership,201909,20017.0,63022.0
2803,"Sanders, Bernard",20009,DOCTOR,25.0,other,201909,20009.0,94213.0
2804,"Sanders, Bernard",20008,CONSULTANT,250.0,business/gov,201909,20008.0,111074.0
2805,"Sanders, Bernard",20009,ANALYST,50.0,business/gov,201909,20009.0,94213.0
2806,"Sanders, Bernard",20009,ANALYST,74.0,business/gov,201909,20009.0,94213.0
2807,"Sanders, Bernard",20003,EXECUTIVE LIAISON,50.0,leadership,201908,20003.0,112083.0
2808,"Sanders, Bernard",20003,EXECUTIVE LIAISON,5.0,leadership,201908,20003.0,112083.0
2809,"Sanders, Bernard",20003,EXECUTIVE LIAISON,27.0,leadership,201908,20003.0,112083.0
2810,"Sanders, Bernard",20003,EXECUTIVE LIAISON,27.0,leadership,201908,20003.0,112083.0
2811,"Sanders, Bernard",20003,EXECUTIVE LIAISON,5.0,leadership,201909,20003.0,112083.0
2812,"Sanders, Bernard",20003,EXECUTIVE LIAISON,27.0,leadership,201909,20003.0,112083.0
2813,"Sanders, Bernard",20011,UNION ORGANIZER,3.0,business/gov,201909,20011.0,62281.0
2814,"Sanders, Bernard",20011,UNION ORGANIZER,2.7,business/gov,201909,20011.0,62281.0
2815,"Sanders, Bernard",20011,UNION ORGANIZER,27.99,business/gov,201909,20011.0,62281.0
2816,"Sanders, Bernard",20012,PHYSICIAN,50.0,healthcare,201907,20012.0,80991.0
2817,"Sanders, Bernard",20012,PHYSICIAN,13.5,healthcare,201907,20012.0,80991.0
2818,"Sanders, Bernard",20012,PHYSICIAN,50.0,healthcare,201907,20012.0,80991.0
2819,"Sanders, Bernard",20012,PHYSICIAN,27.0,healthcare,201907,20012.0,80991.0
2820,"Sanders, Bernard",20012,PHYSICIAN,50.0,healthcare,201908,20012.0,80991.0
2821,"Sanders, Bernard",20012,PHYSICIAN,50.0,healthcare,201908,20012.0,80991.0
2822,"Sanders, Bernard",20012,PHYSICIAN,9.0,healthcare,201908,20012.0,80991.0
2823,"Sanders, Bernard",20012,PHYSICIAN,7.0,healthcare,201909,20012.0,80991.0
2824,"Sanders, Bernard",20012,PHYSICIAN,50.0,healthcare,201909,20012.0,80991.0
2825,"Sanders, Bernard",20012,PHYSICIAN,27.0,healthcare,201909,20012.0,80991.0
2826,"Sanders, Bernard",20024,STATISTICIAN,27.0,other,201909,20024.0,72389.0
2827,"Sanders, Bernard",20024,STATISTICIAN,27.0,other,201909,20024.0,72389.0
2828,"Sanders, Bernard",20004,DOC,16.0,healthcare,201909,20004.0,135859.0
2829,"Sanders, Bernard",20011,LEAD ORGANIZER,27.0,business/gov,201909,20011.0,62281.0
2830,"Sanders, Bernard",20011,LEAD ORGANIZER,10.0,business/gov,201909,20011.0,62281.0
2831,"Sanders, Bernard",20010,COMMUNICATIONS DIRECTOR,27.0,artist/comm,201908,20010.0,66404.0
2832,"Sanders, Bernard",20010,COMMUNICATIONS DIRECTOR,27.0,artist/comm,201909,20010.0,66404.0
2833,"Sanders, Bernard",20004,ATTORNEY,35.0,law,201909,20004.0,135859.0
2834,"Sanders, Bernard",20036,PROPERTY MANAGER,71.99,business/gov,201907,20036.0,82829.0
2835,"Sanders, Bernard",20036,PROPERTY MANAGER,7.0,business/gov,201907,20036.0,82829.0
2836,"Sanders, Bernard",20036,PROPERTY MANAGER,7.0,business/gov,201907,20036.0,82829.0
2837,"Sanders, Bernard",20036,PROPERTY MANAGER,27.0,business/gov,201907,20036.0,82829.0
2838,"Sanders, Bernard",20036,PROPERTY MANAGER,30.0,business/gov,201908,20036.0,82829.0
2839,"Sanders, Bernard",20036,PROPERTY MANAGER,38.99,business/gov,201908,20036.0,82829.0
2840,"Sanders, Bernard",20036,PROPERTY MANAGER,30.0,business/gov,201909,20036.0,82829.0
2841,"Sanders, Bernard",20036,PROPERTY MANAGER,62.99,business/gov,201909,20036.0,82829.0
2842,"Sanders, Bernard",20004,ATTORNEY,2.7,law,201909,20004.0,135859.0
2843,"Sanders, Bernard",20004,ATTORNEY,2.7,law,201909,20004.0,135859.0
2844,"Sanders, Bernard",20037,SCRUMMASTER,100.0,other,201907,20037.0,78176.0
2845,"Sanders, Bernard",20037,SCRUMMASTER,100.0,other,201908,20037.0,78176.0
2846,"Sanders, Bernard",20037,SCRUMMASTER,100.0,other,201909,20037.0,78176.0
2847,"Sanders, Bernard",20001,NAVY,25.0,other,201907,20001.0,85976.0
2848,"Sanders, Bernard",20001,NAVY,25.0,other,201908,20001.0,85976.0
2849,"Sanders, Bernard",20001,NAVY,25.0,other,201909,20001.0,85976.0
2850,"Sanders, Bernard",20011,BUS DRIVER,50.0,other,201907,20011.0,62281.0
2851,"Sanders, Bernard",20011,BUS DRIVER,10.0,other,201908,20011.0,62281.0
2852,"Sanders, Bernard",20011,BUS DRIVER,10.0,other,201908,20011.0,62281.0
2853,"Sanders, Bernard",20011,BUS DRIVER,20.0,other,201908,20011.0,62281.0
2854,"Sanders, Bernard",20011,BUS DRIVER,15.0,other,201908,20011.0,62281.0
2855,"Sanders, Bernard",20011,BUS DRIVER,15.0,other,201909,20011.0,62281.0
2856,"Sanders, Bernard",20011,BUS DRIVER,10.0,other,201909,20011.0,62281.0
2857,"Sanders, Bernard",20011,BUS DRIVER,30.0,other,201909,20011.0,62281.0
2858,"Sanders, Bernard",20010,DATA ANALYST,27.0,business/gov,201907,20010.0,66404.0
2859,"Sanders, Bernard",20010,DATA ANALYST,50.0,business/gov,201907,20010.0,66404.0
2860,"Sanders, Bernard",20010,DATA ANALYST,7.0,business/gov,201908,20010.0,66404.0
2861,"Sanders, Bernard",20010,DATA ANALYST,150.0,business/gov,201908,20010.0,66404.0
2862,"Sanders, Bernard",20010,DATA ANALYST,5.0,business/gov,201908,20010.0,66404.0
2863,"Sanders, Bernard",20010,DATA ANALYST,150.0,business/gov,201909,20010.0,66404.0
2864,"Sanders, Bernard",20024,SELF EMPLOYED,7.0,other,201907,20024.0,72389.0
2865,"Sanders, Bernard",20003,RESEARCHER,200.0,science,201907,20003.0,112083.0
2866,"Sanders, Bernard",20032,MILITARY,30.0,other,201909,20032.0,33408.0
2867,"Sanders, Bernard",20001,MARKETING,7.0,other,201907,20001.0,85976.0
2868,"Sanders, Bernard",20001,MARKETING,25.0,other,201907,20001.0,85976.0
2869,"Sanders, Bernard",20001,MARKETING,25.0,other,201908,20001.0,85976.0
2870,"Sanders, Bernard",20001,MARKETING,25.0,other,201909,20001.0,85976.0
2871,"Sanders, Bernard",20001,MARKETING,50.0,other,201909,20001.0,85976.0
2872,"Sanders, Bernard",20036,INVESTOR,1.0,other,201909,20036.0,82829.0
2873,"Sanders, Bernard",20036,INVESTOR,1.0,other,201909,20036.0,82829.0
2874,"Sanders, Bernard",20036,INVESTOR,1.0,other,201909,20036.0,82829.0
2875,"Sanders, Bernard",20002,IT SPECIALIST,100.0,it,201909,20002.0,74303.0
2876,"Sanders, Bernard",20007,NOT EMPLOYED,100.0,not employed or unknown,201907,20007.0,119267.0
2877,"Sanders, Bernard",20007,NOT EMPLOYED,19.0,not employed or unknown,201907,20007.0,119267.0
2878,"Sanders, Bernard",20007,NOT EMPLOYED,119.0,not employed or unknown,201908,20007.0,119267.0
2879,"Sanders, Bernard",20007,NOT EMPLOYED,19.0,not employed or unknown,201908,20007.0,119267.0
2880,"Sanders, Bernard",20007,NOT EMPLOYED,119.0,not employed or unknown,201909,20007.0,119267.0
2881,"Sanders, Bernard",20007,NOT EMPLOYED,1674.86,not employed or unknown,201909,20007.0,119267.0
2882,"Sanders, Bernard",20007,NOT EMPLOYED,19.0,not employed or unknown,201909,20007.0,119267.0
2883,"Sanders, Bernard",20002,CHAPLAIN,10.0,other,201909,20002.0,74303.0
2884,"Sanders, Bernard",20008,NOT EMPLOYED,100.0,not employed or unknown,201909,20008.0,111074.0
2885,"Sanders, Bernard",20015,TEACHER,27.0,education,201907,20015.0,161352.0
2886,"Sanders, Bernard",20015,TEACHER,2.7,education,201907,20015.0,161352.0
2887,"Sanders, Bernard",20015,TEACHER,27.0,education,201908,20015.0,161352.0
2888,"Sanders, Bernard",20015,TEACHER,27.0,education,201909,20015.0,161352.0
2889,"Sanders, Bernard",20015,TEACHER,27.0,education,201909,20015.0,161352.0
2890,"Sanders, Bernard",20020,ARCHITECT,27.0,real estate/construction,201909,20020.0,34797.0
2891,"Sanders, Bernard",20024,POLICY ANALYST,125.0,business/gov,201907,20024.0,72389.0
2892,"Sanders, Bernard",20024,POLICY ANALYST,250.0,business/gov,201908,20024.0,72389.0
2893,"Sanders, Bernard",20011,LAWYER,50.0,law,201908,20011.0,62281.0
2894,"Sanders, Bernard",20011,LAWYER,27.0,law,201909,20011.0,62281.0
2895,"Sanders, Bernard",20009,NOT EMPLOYED,50.0,not employed or unknown,201909,20009.0,94213.0
2896,"Sanders, Bernard",20009,NOT EMPLOYED,50.0,not employed or unknown,201909,20009.0,94213.0
2897,"Sanders, Bernard",20002,LAWYER,100.0,law,201908,20002.0,74303.0
2898,"Sanders, Bernard",20002,LAWYER,100.0,law,201909,20002.0,74303.0
2899,"Sanders, Bernard",20011,CONSULTANT,27.0,business/gov,201909,20011.0,62281.0
2900,"Sanders, Bernard",20001,EMPLOYEE,27.0,other,201909,20001.0,85976.0
2901,"Sanders, Bernard",20011,NONPROFIT ASSOCIATE,100.0,other,201909,20011.0,62281.0
2902,"Sanders, Bernard",20015,TEACHER,13.5,education,201907,20015.0,161352.0
2903,"Sanders, Bernard",20015,TEACHER,27.0,education,201907,20015.0,161352.0
2904,"Sanders, Bernard",20017,NOT EMPLOYED,100.0,not employed or unknown,201909,20017.0,63022.0
2905,"Sanders, Bernard",20010,NOT EMPLOYED,50.0,not employed or unknown,201907,20010.0,66404.0
2906,"Sanders, Bernard",20010,NOT EMPLOYED,6.0,not employed or unknown,201908,20010.0,66404.0
2907,"Sanders, Bernard",20010,NOT EMPLOYED,117.99,not employed or unknown,201908,20010.0,66404.0
2908,"Sanders, Bernard",20010,NOT EMPLOYED,6.0,not employed or unknown,201909,20010.0,66404.0
2909,"Sanders, Bernard",20010,NOT EMPLOYED,100.0,not employed or unknown,201909,20010.0,66404.0
2910,"Sanders, Bernard",20010,NOT EMPLOYED,27.0,not employed or unknown,201909,20010.0,66404.0
2911,"Sanders, Bernard",20010,NOT EMPLOYED,2.7,not employed or unknown,201909,20010.0,66404.0
2912,"Sanders, Bernard",20019,COMMUNICATIONS SPECIALIST,27.0,artist/comm,201909,20019.0,34739.0
2913,"Sanders, Bernard",20019,COMMUNICATIONS SPECIALIST,54.0,artist/comm,201909,20019.0,34739.0
2914,"Sanders, Bernard",20019,COMMUNICATIONS SPECIALIST,10.0,artist/comm,201909,20019.0,34739.0
2915,"Sanders, Bernard",20019,COMMUNICATIONS SPECIALIST,27.0,artist/comm,201909,20019.0,34739.0
2916,"Sanders, Bernard",20007,ECONOMIST,100.0,science,201908,20007.0,119267.0
2917,"Sanders, Bernard",20009,ANALYST,27.0,business/gov,201909,20009.0,94213.0
2918,"Sanders, Bernard",20009,PHARMACIST,10.0,other,201908,20009.0,94213.0
2919,"Sanders, Bernard",20009,PHARMACIST,27.0,other,201908,20009.0,94213.0
2920,"Sanders, Bernard",20009,PHARMACIST,6.0,other,201908,20009.0,94213.0
2921,"Sanders, Bernard",20009,PHARMACIST,6.0,other,201909,20009.0,94213.0
2922,"Sanders, Bernard",20004,SOFTWARE DEVELOPER,27.0,it,201907,20004.0,135859.0
2923,"Sanders, Bernard",20004,SOFTWARE DEVELOPER,200.0,it,201907,20004.0,135859.0
2924,"Sanders, Bernard",20004,SOFTWARE DEVELOPER,27.0,it,201908,20004.0,135859.0
2925,"Sanders, Bernard",20004,SOFTWARE DEVELOPER,200.0,it,201908,20004.0,135859.0
2926,"Sanders, Bernard",20004,SOFTWARE DEVELOPER,27.0,it,201909,20004.0,135859.0
2927,"Sanders, Bernard",20004,SOFTWARE DEVELOPER,200.0,it,201909,20004.0,135859.0
2928,"Sanders, Bernard",20003,NOT EMPLOYED,3.0,not employed or unknown,201907,20003.0,112083.0
2929,"Sanders, Bernard",20003,NOT EMPLOYED,25.0,not employed or unknown,201907,20003.0,112083.0
2930,"Sanders, Bernard",20003,NOT EMPLOYED,27.0,not employed or unknown,201907,20003.0,112083.0
2931,"Sanders, Bernard",20003,NOT EMPLOYED,6.0,not employed or unknown,201907,20003.0,112083.0
2932,"Sanders, Bernard",20003,NOT EMPLOYED,6.0,not employed or unknown,201907,20003.0,112083.0
2933,"Sanders, Bernard",20003,NOT EMPLOYED,3.0,not employed or unknown,201908,20003.0,112083.0
2934,"Sanders, Bernard",20003,NOT EMPLOYED,25.0,not employed or unknown,201908,20003.0,112083.0
2935,"Sanders, Bernard",20003,NOT EMPLOYED,27.0,not employed or unknown,201908,20003.0,112083.0
2936,"Sanders, Bernard",20003,NOT EMPLOYED,6.0,not employed or unknown,201908,20003.0,112083.0
2937,"Sanders, Bernard",20003,NOT EMPLOYED,6.0,not employed or unknown,201908,20003.0,112083.0
2938,"Sanders, Bernard",20003,NOT EMPLOYED,3.0,not employed or unknown,201909,20003.0,112083.0
2939,"Sanders, Bernard",20003,NOT EMPLOYED,25.0,not employed or unknown,201909,20003.0,112083.0
2940,"Sanders, Bernard",20003,NOT EMPLOYED,27.0,not employed or unknown,201909,20003.0,112083.0
2941,"Sanders, Bernard",20003,NOT EMPLOYED,150.0,not employed or unknown,201909,20003.0,112083.0
2942,"Sanders, Bernard",20003,NOT EMPLOYED,6.0,not employed or unknown,201909,20003.0,112083.0
2943,"Sanders, Bernard",20003,NOT EMPLOYED,6.0,not employed or unknown,201909,20003.0,112083.0
2944,"Sanders, Bernard",20001,WEB DEVELOPER / PARTNER,27.0,it,201907,20001.0,85976.0
2945,"Sanders, Bernard",20001,WEB DEVELOPER / PARTNER,27.0,it,201907,20001.0,85976.0
2946,"Sanders, Bernard",20001,WEB DEVELOPER / PARTNER,27.0,it,201908,20001.0,85976.0
2947,"Sanders, Bernard",20001,WEB DEVELOPER / PARTNER,27.0,it,201908,20001.0,85976.0
